respuesta_id,fecha_respuesta,cliente_id,producto,segmento_cliente,nps_score,categoria_nps,comentario,canal_encuesta,tiempo_respuesta_dias,contacto_previo,resolucion_satisfactoria,recomendaria_servicio,region,edad_cliente,antiguedad_meses
NPS_000175,2025-09-01 12:12:36,CLI_37128,Móvil Prepago,Premium,0,Detractor,Problemas técnicos constantes,SMS,5,False,True,False,Este,19,100
NPS_000176,2025-09-01 12:12:36,CLI_05547,Empresarial,VIP,3,Detractor,"Servicio muy lento, muchas fallas",Web,6,False,False,False,Este,58,116
NPS_000177,2025-06-29 12:12:36,CLI_19802,Internet Móvil,Regular,1,Detractor,Precio muy alto para el servicio,SMS,4,False,False,False,Centro,73,49
NPS_000178,2025-08-13 12:12:36,CLI_40755,TV Cable,Básico,9,Promotor,Buena relación calidad-precio,SMS,0,True,True,True,Norte,53,13
NPS_000179,2025-07-24 12:12:36,CLI_48535,Internet Hogar,Premium,7,Neutral,"Servicio regular, podría mejorar",Web,0,False,True,True,Norte,33,70
NPS_000180,2025-08-06 12:12:36,CLI_16477,Telefonía Fija,Premium,1,Detractor,Problemas técnicos constantes,Email,5,False,True,False,Norte,36,3
NPS_000181,2025-08-31 12:12:36,CLI_03123,Móvil Postpago,VIP,10,Promotor,"Excelente servicio, muy satisfecho",Web,1,False,True,True,Oeste,27,72
NPS_000182,2025-06-23 12:12:36,CLI_19282,Telefonía Fija,VIP,0,Detractor,Precio muy alto para el servicio,Email,2,True,True,False,Oeste,27,11
NPS_000183,2025-08-11 12:12:36,CLI_41494,Móvil Prepago,Regular,3,Detractor,Precio muy alto para el servicio,Web,7,False,False,False,Este,56,36
NPS_000184,2025-09-07 12:12:36,CLI_41811,Móvil Prepago,Básico,6,Detractor,"Servicio muy lento, muchas fallas",Web,7,False,True,False,Sur,28,98
NPS_000185,2025-07-21 12:12:36,CLI_17265,Móvil Postpago,Básico,3,Detractor,Atención al cliente deficiente,App,6,True,True,False,Oeste,47,91
NPS_000186,2025-07-19 12:12:36,CLI_08886,Móvil Postpago,Premium,10,Promotor,"Excelente servicio, muy satisfecho",Email,2,False,False,True,Norte,43,46
NPS_000187,2025-07-09 12:12:36,CLI_03443,TV Cable,Básico,5,Detractor,"Servicio muy lento, muchas fallas",SMS,0,True,True,False,Este,39,120
NPS_000188,2025-09-02 12:12:36,CLI_28431,Móvil Postpago,Regular,7,Neutral,"Servicio regular, podría mejorar",App,0,True,True,True,Oeste,25,33
NPS_000189,2025-06-28 12:12:36,CLI_35544,Internet Hogar,Premium,5,Detractor,"Servicio muy lento, muchas fallas",Email,7,True,True,False,Norte,24,35
NPS_000190,2025-08-28 12:12:36,CLI_44755,Móvil Prepago,Premium,10,Promotor,Personal muy profesional,Web,0,False,False,True,Este,58,108
NPS_000191,2025-09-05 12:12:36,CLI_28722,Internet Hogar,Regular,3,Detractor,Problemas técnicos constantes,SMS,5,True,True,False,Norte,31,23
NPS_000192,2025-07-02 12:12:36,CLI_22248,Internet Hogar,VIP,8,Neutral,"Precio aceptable, servicio promedio",SMS,7,True,False,True,Centro,48,39
NPS_000193,2025-06-27 12:12:36,CLI_17090,Empresarial,Regular,7,Neutral,Funciona pero tiene algunos problemas,App,6,False,True,True,Sur,73,111
NPS_000194,2025-08-28 12:12:36,CLI_10000,Empresarial,Básico,4,Detractor,Precio muy alto para el servicio,Email,6,True,False,False,Sur,57,45
NPS_000195,2025-09-06 12:12:36,CLI_23892,Internet Hogar,VIP,3,Detractor,Atención al cliente deficiente,Web,2,True,True,False,Este,40,47
NPS_000196,2025-07-28 12:12:36,CLI_25921,Móvil Postpago,Premium,2,Detractor,Problemas técnicos constantes,SMS,0,False,True,False,Oeste,41,118
NPS_000197,2025-08-13 12:12:36,CLI_45778,Internet Móvil,Regular,10,Promotor,Atención rápida y efectiva,Email,0,False,True,True,Sur,43,67
NPS_000198,2025-07-03 12:12:36,CLI_33481,Móvil Postpago,Básico,8,Neutral,"Servicio regular, podría mejorar",SMS,1,False,False,True,Oeste,71,49
NPS_000199,2025-08-09 12:12:36,CLI_10371,Móvil Prepago,Básico,10,Promotor,"Excelente servicio, muy satisfecho",SMS,0,True,True,True,Este,67,90
NPS_000200,2025-09-04 12:12:36,CLI_11653,Internet Hogar,Básico,6,Detractor,Precio muy alto para el servicio,App,1,False,True,False,Norte,53,29
NPS_000201,2025-08-31 12:12:36,CLI_09922,Móvil Prepago,VIP,3,Detractor,"Servicio muy lento, muchas fallas",Email,6,True,True,False,Norte,26,38
NPS_000202,2025-09-09 12:12:36,CLI_12297,Internet Hogar,Premium,7,Neutral,"Servicio regular, podría mejorar",App,1,True,True,True,Oeste,25,1
NPS_000203,2025-08-23 12:12:36,CLI_10589,Empresarial,Básico,6,Detractor,Atención al cliente deficiente,Email,2,False,True,False,Este,45,105
NPS_000204,2025-06-27 12:12:36,CLI_10696,Internet Hogar,Premium,7,Neutral,"Servicio regular, podría mejorar",Web,0,False,False,True,Oeste,59,18
NPS_000205,2025-08-28 12:12:36,CLI_07046,Empresarial,Premium,9,Promotor,"Excelente servicio, muy satisfecho",SMS,5,True,False,True,Centro,46,83
NPS_000206,2025-07-03 12:12:36,CLI_47914,Telefonía Fija,Básico,8,Neutral,"Servicio regular, podría mejorar",Email,4,True,False,True,Este,69,11
NPS_000207,2025-09-09 12:12:36,CLI_24067,TV Cable,Premium,0,Detractor,"Servicio muy lento, muchas fallas",App,7,True,True,False,Centro,64,88
NPS_000208,2025-08-17 12:12:36,CLI_28595,Empresarial,Regular,10,Promotor,"Excelente servicio, muy satisfecho",SMS,1,False,True,True,Sur,41,105
NPS_000209,2025-07-29 12:12:36,CLI_03687,Telefonía Fija,Básico,2,Detractor,Problemas técnicos constantes,App,6,False,True,False,Centro,53,2
NPS_000210,2025-07-10 12:12:36,CLI_08933,Internet Móvil,VIP,6,Detractor,Precio muy alto para el servicio,Email,7,True,True,False,Norte,54,98
NPS_000211,2025-08-27 12:12:36,CLI_16464,Móvil Prepago,VIP,3,Detractor,Atención al cliente deficiente,App,2,True,False,False,Oeste,50,55
NPS_000212,2025-08-22 12:12:36,CLI_44156,Internet Hogar,VIP,1,Detractor,Problemas técnicos constantes,SMS,3,False,True,False,Oeste,33,88
NPS_000213,2025-09-15 12:12:36,CLI_19448,Móvil Prepago,Premium,3,Detractor,Problemas técnicos constantes,Web,1,False,False,False,Oeste,67,37
NPS_000214,2025-06-21 12:12:36,CLI_01722,Internet Móvil,Regular,2,Detractor,Problemas técnicos constantes,App,7,False,False,False,Oeste,24,2
NPS_000215,2025-07-16 12:12:36,CLI_18301,Móvil Prepago,VIP,1,Detractor,Atención al cliente deficiente,App,0,False,False,False,Sur,32,32
NPS_000216,2025-06-21 12:12:36,CLI_39181,Empresarial,Premium,6,Detractor,Atención al cliente deficiente,App,3,True,True,False,Sur,30,116
NPS_000217,2025-06-22 12:12:36,CLI_11448,Empresarial,Premium,9,Promotor,Atención rápida y efectiva,Web,6,True,False,True,Centro,38,81
NPS_000218,2025-08-18 12:12:36,CLI_43375,Telefonía Fija,Regular,10,Promotor,Personal muy profesional,Email,6,False,True,True,Centro,72,97
NPS_000219,2025-08-14 12:12:36,CLI_07106,Móvil Postpago,Premium,10,Promotor,Atención rápida y efectiva,Web,6,False,True,True,Oeste,25,70
NPS_000220,2025-07-11 12:12:36,CLI_42410,TV Cable,Regular,4,Detractor,Atención al cliente deficiente,Email,6,False,True,False,Centro,65,87
NPS_000221,2025-09-13 12:12:36,CLI_27514,Internet Móvil,Premium,2,Detractor,Precio muy alto para el servicio,App,6,False,False,False,Este,20,86
NPS_000222,2025-06-29 12:12:36,CLI_02494,Móvil Prepago,Premium,2,Detractor,Problemas técnicos constantes,SMS,4,False,True,False,Norte,21,100
NPS_000223,2025-07-20 12:12:36,CLI_06120,Empresarial,Premium,1,Detractor,"Servicio muy lento, muchas fallas",App,3,True,False,False,Este,51,30
NPS_000224,2025-06-20 12:12:36,CLI_08688,Telefonía Fija,Premium,6,Detractor,Problemas técnicos constantes,Email,6,False,True,False,Centro,46,106
NPS_000225,2025-07-23 12:12:36,CLI_34232,Empresarial,VIP,8,Neutral,"Precio aceptable, servicio promedio",Web,5,False,False,True,Norte,69,95
NPS_000226,2025-07-27 12:12:36,CLI_03989,Móvil Postpago,VIP,9,Promotor,Personal muy profesional,App,7,True,True,True,Norte,44,42
NPS_000227,2025-06-29 12:12:36,CLI_21787,Empresarial,Básico,9,Promotor,Buena relación calidad-precio,Web,2,True,False,True,Oeste,57,34
NPS_000228,2025-06-30 12:12:36,CLI_32139,Empresarial,Regular,7,Neutral,"Precio aceptable, servicio promedio",Web,7,True,False,True,Este,75,65
NPS_000229,2025-06-21 12:12:36,CLI_35671,TV Cable,VIP,0,Detractor,Atención al cliente deficiente,App,3,True,True,False,Este,47,1
NPS_000230,2025-07-09 12:12:36,CLI_11367,Internet Móvil,Regular,6,Detractor,"Servicio muy lento, muchas fallas",Web,5,False,True,False,Sur,44,8
NPS_000231,2025-08-22 12:12:36,CLI_40842,Telefonía Fija,VIP,9,Promotor,"Excelente servicio, muy satisfecho",Web,1,True,False,True,Norte,53,114
NPS_000232,2025-08-03 12:12:36,CLI_48271,Internet Hogar,VIP,2,Detractor,"Servicio muy lento, muchas fallas",App,5,True,True,False,Este,31,52
NPS_000233,2025-06-18 12:12:36,CLI_25370,Móvil Prepago,VIP,5,Detractor,Problemas técnicos constantes,Email,0,True,False,False,Sur,41,87
NPS_000234,2025-06-19 12:12:36,CLI_40051,Internet Hogar,Premium,6,Detractor,"Servicio muy lento, muchas fallas",App,4,True,False,False,Este,18,59
NPS_000235,2025-09-11 12:12:36,CLI_27316,Telefonía Fija,Regular,9,Promotor,"Excelente servicio, muy satisfecho",App,7,False,True,True,Centro,38,111
NPS_000236,2025-06-29 12:12:36,CLI_13455,Internet Móvil,Premium,10,Promotor,Atención rápida y efectiva,Web,5,False,True,True,Este,61,106
NPS_000237,2025-08-26 12:12:36,CLI_48395,Telefonía Fija,Básico,2,Detractor,Atención al cliente deficiente,Email,0,True,False,False,Norte,50,114
NPS_000238,2025-06-28 12:12:36,CLI_22938,Empresarial,Básico,0,Detractor,Atención al cliente deficiente,Web,4,False,False,False,Este,29,12
NPS_000239,2025-09-07 12:12:36,CLI_47846,Móvil Postpago,Regular,4,Detractor,Precio muy alto para el servicio,Email,1,True,False,False,Este,59,7
NPS_000240,2025-07-27 12:12:36,CLI_12130,Telefonía Fija,Premium,1,Detractor,"Servicio muy lento, muchas fallas",Web,0,True,False,False,Sur,64,66
NPS_000241,2025-07-24 12:12:36,CLI_40848,TV Cable,Premium,3,Detractor,Atención al cliente deficiente,Email,7,True,True,False,Sur,27,73
NPS_000242,2025-08-14 12:12:36,CLI_03341,TV Cable,VIP,3,Detractor,Atención al cliente deficiente,App,4,False,False,False,Este,40,65
NPS_000243,2025-08-08 12:12:36,CLI_41071,Empresarial,VIP,9,Promotor,Buena relación calidad-precio,App,0,True,True,True,Norte,71,64
NPS_000244,2025-08-27 12:12:36,CLI_28147,Internet Móvil,VIP,1,Detractor,"Servicio muy lento, muchas fallas",SMS,1,True,True,False,Oeste,69,19
NPS_000245,2025-08-27 12:12:36,CLI_29011,TV Cable,Regular,3,Detractor,Atención al cliente deficiente,App,1,False,False,False,Norte,59,74
NPS_000246,2025-08-16 12:12:36,CLI_00990,Móvil Postpago,VIP,0,Detractor,"Servicio muy lento, muchas fallas",Email,3,False,True,False,Sur,51,68
NPS_000247,2025-09-06 12:12:36,CLI_24839,Internet Hogar,Regular,5,Detractor,Problemas técnicos constantes,App,3,False,False,False,Centro,29,21
NPS_000248,2025-09-06 12:12:36,CLI_12680,Telefonía Fija,Básico,7,Neutral,"Servicio regular, podría mejorar",SMS,4,False,False,True,Sur,47,33
NPS_000249,2025-07-01 12:12:36,CLI_13906,Empresarial,Regular,10,Promotor,"Excelente servicio, muy satisfecho",App,2,True,True,True,Oeste,21,10
NPS_000250,2025-06-22 12:12:36,CLI_15537,TV Cable,Básico,8,Neutral,Funciona pero tiene algunos problemas,App,3,True,True,True,Centro,45,95
NPS_000251,2025-08-01 12:12:36,CLI_18673,TV Cable,Premium,10,Promotor,Personal muy profesional,SMS,2,False,False,True,Sur,24,117
NPS_000252,2025-07-20 12:12:36,CLI_18834,Móvil Postpago,VIP,0,Detractor,Atención al cliente deficiente,SMS,7,True,True,False,Centro,62,78
NPS_000253,2025-08-10 12:12:36,CLI_06775,TV Cable,Regular,3,Detractor,Problemas técnicos constantes,Email,0,True,True,False,Norte,29,86
NPS_000254,2025-08-01 12:12:36,CLI_38837,Telefonía Fija,Regular,1,Detractor,Precio muy alto para el servicio,App,0,False,False,False,Oeste,73,98
NPS_000255,2025-07-04 12:12:36,CLI_04419,Telefonía Fija,Básico,9,Promotor,Personal muy profesional,Email,7,True,False,True,Oeste,45,21
NPS_000256,2025-09-09 12:12:36,CLI_24773,Telefonía Fija,VIP,6,Detractor,Problemas técnicos constantes,App,3,True,True,False,Este,70,41
NPS_000257,2025-08-24 12:12:36,CLI_37571,Móvil Prepago,Premium,4,Detractor,Problemas técnicos constantes,App,2,True,False,False,Norte,55,34
NPS_000258,2025-07-22 12:12:36,CLI_29284,TV Cable,Regular,2,Detractor,Atención al cliente deficiente,Email,0,True,True,False,Sur,32,76
NPS_000259,2025-07-13 12:12:36,CLI_02967,Telefonía Fija,VIP,9,Promotor,Atención rápida y efectiva,App,5,False,False,True,Oeste,52,64
NPS_000260,2025-08-01 12:12:36,CLI_11786,Internet Hogar,Premium,4,Detractor,"Servicio muy lento, muchas fallas",Email,6,False,True,False,Centro,71,44
NPS_000261,2025-08-27 12:12:36,CLI_24113,Empresarial,Premium,2,Detractor,Problemas técnicos constantes,Web,1,True,False,False,Este,19,29
NPS_000262,2025-07-21 12:12:36,CLI_30505,TV Cable,Básico,5,Detractor,Problemas técnicos constantes,App,5,True,True,False,Norte,36,115
NPS_000263,2025-08-04 12:12:36,CLI_46652,Empresarial,Regular,4,Detractor,Problemas técnicos constantes,Email,7,True,False,False,Centro,36,55
NPS_000264,2025-08-14 12:12:36,CLI_20401,Telefonía Fija,Regular,3,Detractor,Atención al cliente deficiente,Web,7,False,False,False,Centro,26,92
NPS_000265,2025-08-16 12:12:36,CLI_09873,Internet Hogar,Regular,1,Detractor,Atención al cliente deficiente,Web,4,True,True,False,Oeste,60,111
NPS_000266,2025-08-29 12:12:36,CLI_38048,Internet Hogar,VIP,10,Promotor,"Excelente servicio, muy satisfecho",App,6,True,False,True,Este,32,86
NPS_000267,2025-09-07 12:12:36,CLI_01810,TV Cable,Básico,8,Neutral,"Servicio regular, podría mejorar",SMS,4,False,True,True,Sur,53,92
NPS_000268,2025-06-26 12:12:36,CLI_00149,Internet Móvil,Regular,2,Detractor,Atención al cliente deficiente,App,3,True,False,False,Centro,38,54
NPS_000269,2025-08-17 12:12:36,CLI_45487,Internet Hogar,Premium,7,Neutral,"Precio aceptable, servicio promedio",Email,2,True,True,True,Oeste,62,90
NPS_000270,2025-08-01 12:12:36,CLI_25702,Móvil Postpago,Regular,2,Detractor,Atención al cliente deficiente,Email,4,True,True,False,Sur,66,29
NPS_000271,2025-07-20 12:12:36,CLI_37801,Móvil Postpago,Premium,4,Detractor,Problemas técnicos constantes,App,7,True,True,False,Este,34,31
NPS_000272,2025-08-04 12:12:36,CLI_11454,Empresarial,Básico,8,Neutral,"Precio aceptable, servicio promedio",Web,3,True,True,True,Oeste,18,14
NPS_000273,2025-06-24 12:12:36,CLI_46234,Empresarial,Premium,8,Neutral,"Precio aceptable, servicio promedio",Email,5,True,False,True,Sur,37,44
NPS_000274,2025-07-20 12:12:36,CLI_31354,Empresarial,VIP,1,Detractor,"Servicio muy lento, muchas fallas",Email,1,False,False,False,Sur,23,111
NPS_000275,2025-07-23 12:12:36,CLI_29227,Móvil Postpago,Regular,6,Detractor,Problemas técnicos constantes,Web,1,False,True,False,Norte,24,114
NPS_000276,2025-09-09 12:12:36,CLI_13657,Empresarial,Regular,8,Neutral,"Precio aceptable, servicio promedio",SMS,1,False,False,True,Este,32,11
NPS_000277,2025-08-29 12:12:36,CLI_18836,Empresarial,Básico,5,Detractor,Atención al cliente deficiente,SMS,6,True,True,False,Centro,68,109
NPS_000278,2025-09-11 12:12:36,CLI_31775,TV Cable,Básico,2,Detractor,"Servicio muy lento, muchas fallas",App,7,True,False,False,Centro,71,61
NPS_000279,2025-07-11 12:12:36,CLI_49458,Móvil Postpago,VIP,8,Neutral,Funciona pero tiene algunos problemas,App,5,True,False,True,Sur,65,91
NPS_000280,2025-06-28 12:12:36,CLI_28323,Empresarial,Premium,6,Detractor,Problemas técnicos constantes,SMS,5,False,True,False,Sur,25,87
NPS_000281,2025-06-18 12:12:36,CLI_20386,Empresarial,Premium,10,Promotor,Atención rápida y efectiva,Web,2,False,False,True,Oeste,51,23
NPS_000282,2025-09-11 12:12:36,CLI_25885,Telefonía Fija,Regular,8,Neutral,Funciona pero tiene algunos problemas,App,7,False,True,True,Oeste,31,76
NPS_000283,2025-06-25 12:12:36,CLI_35241,Internet Móvil,Regular,2,Detractor,"Servicio muy lento, muchas fallas",SMS,5,True,True,False,Centro,23,74
NPS_000284,2025-07-21 12:12:36,CLI_06414,Internet Móvil,Básico,6,Detractor,Precio muy alto para el servicio,Web,4,False,True,False,Sur,67,68
NPS_000285,2025-07-21 12:12:36,CLI_29025,Móvil Postpago,Regular,9,Promotor,Buena relación calidad-precio,SMS,3,False,True,True,Este,65,26
NPS_000286,2025-08-19 12:12:36,CLI_36383,Móvil Prepago,Premium,3,Detractor,Precio muy alto para el servicio,Email,7,False,True,False,Sur,22,7
NPS_000287,2025-07-28 12:12:36,CLI_49703,Móvil Prepago,Básico,7,Neutral,"Precio aceptable, servicio promedio",SMS,5,True,False,True,Centro,43,110
NPS_000288,2025-08-28 12:12:36,CLI_44927,Empresarial,Regular,7,Neutral,"Servicio regular, podría mejorar",SMS,2,False,False,True,Sur,18,38
NPS_000289,2025-06-27 12:12:36,CLI_20992,Internet Móvil,Premium,0,Detractor,"Servicio muy lento, muchas fallas",SMS,1,False,False,False,Este,41,104
NPS_000290,2025-09-13 12:12:36,CLI_01233,Internet Móvil,Premium,10,Promotor,Atención rápida y efectiva,App,7,True,True,True,Oeste,70,23
NPS_000291,2025-07-15 12:12:36,CLI_38590,Internet Hogar,Básico,4,Detractor,Precio muy alto para el servicio,App,0,True,False,False,Este,52,73
NPS_000292,2025-08-15 12:12:36,CLI_16512,TV Cable,Premium,8,Neutral,Funciona pero tiene algunos problemas,SMS,1,True,True,True,Este,19,73
NPS_000293,2025-08-06 12:12:36,CLI_49792,Internet Móvil,VIP,7,Neutral,Funciona pero tiene algunos problemas,App,4,False,True,True,Centro,51,74
NPS_000294,2025-07-26 12:12:36,CLI_47999,Internet Móvil,VIP,7,Neutral,"Precio aceptable, servicio promedio",Web,3,True,False,True,Sur,42,100
NPS_000295,2025-07-26 12:12:36,CLI_27257,Empresarial,VIP,8,Neutral,Funciona pero tiene algunos problemas,SMS,3,False,False,True,Oeste,24,75
NPS_000296,2025-08-28 12:12:36,CLI_27030,Móvil Postpago,VIP,5,Detractor,Problemas técnicos constantes,SMS,0,True,True,False,Norte,28,16
NPS_000297,2025-08-29 12:12:36,CLI_04855,Empresarial,Regular,6,Detractor,Problemas técnicos constantes,Email,6,False,False,False,Norte,51,112
NPS_000298,2025-08-26 12:12:36,CLI_49005,Internet Hogar,VIP,10,Promotor,Buena relación calidad-precio,SMS,0,False,True,True,Este,55,25
NPS_000299,2025-07-10 12:12:36,CLI_21585,Empresarial,Premium,7,Neutral,"Precio aceptable, servicio promedio",Web,4,False,True,True,Este,21,22
NPS_000300,2025-08-30 12:12:36,CLI_00259,Internet Hogar,VIP,4,Detractor,Problemas técnicos constantes,Email,6,False,False,False,Norte,40,61
NPS_000301,2025-07-25 12:12:36,CLI_31218,Empresarial,Regular,1,Detractor,Problemas técnicos constantes,App,1,True,False,False,Este,26,75
NPS_000302,2025-09-02 12:12:36,CLI_24337,TV Cable,Premium,6,Detractor,Precio muy alto para el servicio,Web,6,True,True,False,Norte,19,9
NPS_000303,2025-07-30 12:12:36,CLI_33589,Telefonía Fija,Regular,9,Promotor,"Excelente servicio, muy satisfecho",App,3,False,False,True,Centro,72,22
NPS_000304,2025-07-04 12:12:36,CLI_25102,Empresarial,Básico,9,Promotor,Personal muy profesional,App,5,False,True,True,Norte,26,111
NPS_000305,2025-06-23 12:12:36,CLI_04171,Internet Móvil,VIP,5,Detractor,Problemas técnicos constantes,Web,4,True,False,False,Norte,63,103
NPS_000306,2025-08-05 12:12:36,CLI_14661,Móvil Postpago,Básico,1,Detractor,Precio muy alto para el servicio,Email,3,False,True,False,Norte,31,50
NPS_000307,2025-08-20 12:12:36,CLI_08044,TV Cable,Básico,1,Detractor,Problemas técnicos constantes,Email,4,False,True,False,Este,74,14
NPS_000308,2025-07-27 12:12:36,CLI_16759,TV Cable,VIP,10,Promotor,Personal muy profesional,Web,0,True,True,True,Oeste,45,112
NPS_000309,2025-07-27 12:12:36,CLI_10575,Móvil Prepago,Premium,2,Detractor,Problemas técnicos constantes,Email,4,False,False,False,Sur,70,42
NPS_000310,2025-08-23 12:12:36,CLI_02589,Empresarial,Regular,1,Detractor,"Servicio muy lento, muchas fallas",Email,3,True,True,False,Sur,43,50
NPS_000311,2025-07-13 12:12:36,CLI_24731,Telefonía Fija,VIP,1,Detractor,Precio muy alto para el servicio,Email,4,True,True,False,Centro,62,13
NPS_000312,2025-08-01 12:12:36,CLI_32946,Móvil Postpago,VIP,9,Promotor,Personal muy profesional,Web,2,True,False,True,Norte,57,24
NPS_000313,2025-07-13 12:12:36,CLI_03602,Móvil Postpago,Básico,3,Detractor,Atención al cliente deficiente,App,7,False,True,False,Este,46,41
NPS_000314,2025-08-08 12:12:36,CLI_03610,Empresarial,Básico,4,Detractor,Precio muy alto para el servicio,Email,3,False,False,False,Norte,34,53
NPS_000315,2025-07-12 12:12:36,CLI_41277,Móvil Postpago,Regular,6,Detractor,Precio muy alto para el servicio,Email,3,True,False,False,Norte,40,96
NPS_000316,2025-07-11 12:12:36,CLI_26365,Móvil Postpago,Regular,4,Detractor,Atención al cliente deficiente,App,6,True,False,False,Centro,27,77
NPS_000317,2025-08-16 12:12:36,CLI_41163,Móvil Prepago,Básico,0,Detractor,Problemas técnicos constantes,App,0,False,False,False,Oeste,47,11
NPS_000318,2025-07-06 12:12:36,CLI_45339,TV Cable,Regular,2,Detractor,Problemas técnicos constantes,App,4,True,False,False,Norte,65,45
NPS_000319,2025-08-19 12:12:36,CLI_23061,Empresarial,Premium,8,Neutral,"Precio aceptable, servicio promedio",App,0,False,True,True,Sur,56,78
NPS_000320,2025-07-13 12:12:36,CLI_49088,Telefonía Fija,Regular,6,Detractor,Atención al cliente deficiente,App,5,True,False,False,Sur,74,25
NPS_000321,2025-08-21 12:12:36,CLI_29110,Telefonía Fija,Premium,4,Detractor,"Servicio muy lento, muchas fallas",App,5,True,True,False,Sur,53,22
NPS_000322,2025-09-07 12:12:36,CLI_34579,TV Cable,Básico,8,Neutral,Funciona pero tiene algunos problemas,SMS,5,True,False,True,Centro,42,77
NPS_000323,2025-07-05 12:12:36,CLI_30129,TV Cable,Básico,8,Neutral,"Servicio regular, podría mejorar",App,0,False,False,True,Sur,44,99
NPS_000324,2025-06-23 12:12:36,CLI_24570,TV Cable,Premium,0,Detractor,Problemas técnicos constantes,Email,3,True,True,False,Centro,51,47
NPS_000325,2025-08-27 12:12:36,CLI_06380,Empresarial,VIP,1,Detractor,"Servicio muy lento, muchas fallas",Web,5,True,False,False,Oeste,52,57
NPS_000326,2025-07-03 12:12:36,CLI_29066,Internet Móvil,Básico,9,Promotor,Atención rápida y efectiva,Web,7,True,False,True,Oeste,56,37
NPS_000327,2025-09-10 12:12:36,CLI_05964,Móvil Prepago,Básico,1,Detractor,Atención al cliente deficiente,Web,3,False,False,False,Sur,44,73
NPS_000328,2025-08-30 12:12:36,CLI_14423,Internet Móvil,VIP,5,Detractor,Problemas técnicos constantes,Web,1,True,True,False,Este,61,11
NPS_000329,2025-08-18 12:12:36,CLI_04192,Telefonía Fija,VIP,10,Promotor,Personal muy profesional,Email,1,False,True,True,Norte,51,101
NPS_000330,2025-08-19 12:12:36,CLI_00668,Telefonía Fija,Regular,3,Detractor,"Servicio muy lento, muchas fallas",Web,0,False,False,False,Centro,34,50
NPS_000331,2025-06-19 12:12:36,CLI_42720,Telefonía Fija,Regular,4,Detractor,"Servicio muy lento, muchas fallas",Email,6,False,True,False,Este,51,24
NPS_000332,2025-07-07 12:12:36,CLI_43943,Telefonía Fija,Básico,4,Detractor,"Servicio muy lento, muchas fallas",Web,1,False,True,False,Centro,40,65
NPS_000333,2025-07-06 12:12:36,CLI_13293,Empresarial,Regular,2,Detractor,Problemas técnicos constantes,Web,1,True,True,False,Centro,18,98
NPS_000334,2025-09-03 12:12:36,CLI_13618,Internet Móvil,Básico,2,Detractor,Precio muy alto para el servicio,Web,7,False,True,False,Este,70,71
NPS_000335,2025-07-28 12:12:36,CLI_10327,Móvil Prepago,Premium,1,Detractor,"Servicio muy lento, muchas fallas",App,5,False,False,False,Este,38,98
NPS_000336,2025-08-09 12:12:36,CLI_08268,Internet Hogar,VIP,3,Detractor,Precio muy alto para el servicio,Web,7,True,False,False,Oeste,18,41
NPS_000337,2025-08-16 12:12:36,CLI_36484,TV Cable,VIP,7,Neutral,"Servicio regular, podría mejorar",SMS,2,False,True,True,Oeste,34,25
NPS_000338,2025-07-31 12:12:36,CLI_25884,TV Cable,Regular,10,Promotor,Buena relación calidad-precio,Email,3,True,True,True,Norte,65,71
NPS_000339,2025-07-22 12:12:36,CLI_29111,Internet Hogar,Básico,8,Neutral,Funciona pero tiene algunos problemas,App,4,True,True,True,Este,33,42
NPS_000340,2025-07-07 12:12:36,CLI_18339,Empresarial,Premium,10,Promotor,Buena relación calidad-precio,SMS,5,True,True,True,Sur,45,113
NPS_000341,2025-06-22 12:12:36,CLI_29185,Internet Hogar,Premium,8,Neutral,Funciona pero tiene algunos problemas,Email,7,True,True,True,Norte,20,3
NPS_000342,2025-08-28 12:12:36,CLI_17272,Internet Móvil,Premium,8,Neutral,Funciona pero tiene algunos problemas,Email,0,False,False,True,Oeste,61,112
NPS_000343,2025-09-05 12:12:36,CLI_19029,Móvil Postpago,VIP,1,Detractor,Precio muy alto para el servicio,Email,4,False,False,False,Oeste,46,75
NPS_000344,2025-09-05 12:12:36,CLI_41736,TV Cable,Básico,1,Detractor,"Servicio muy lento, muchas fallas",Email,6,False,True,False,Oeste,19,75
NPS_000345,2025-09-08 12:12:36,CLI_28090,Internet Hogar,Básico,1,Detractor,"Servicio muy lento, muchas fallas",App,2,True,True,False,Norte,60,113
NPS_000346,2025-08-01 12:12:36,CLI_40098,Telefonía Fija,Básico,9,Promotor,"Excelente servicio, muy satisfecho",Email,3,True,True,True,Sur,68,80
NPS_000347,2025-07-22 12:12:36,CLI_06098,Internet Hogar,Básico,8,Neutral,"Precio aceptable, servicio promedio",Email,3,False,True,True,Sur,42,115
NPS_000348,2025-07-23 12:12:36,CLI_48605,Móvil Prepago,Básico,9,Promotor,Personal muy profesional,Email,0,True,True,True,Sur,74,107
NPS_000349,2025-07-16 12:12:36,CLI_13687,Móvil Prepago,Básico,10,Promotor,Atención rápida y efectiva,Email,5,True,False,True,Centro,69,98
NPS_000350,2025-07-14 12:12:36,CLI_42198,Móvil Prepago,Premium,4,Detractor,Problemas técnicos constantes,SMS,2,False,True,False,Centro,32,94
NPS_000351,2025-08-10 12:12:36,CLI_00484,Telefonía Fija,Premium,5,Detractor,"Servicio muy lento, muchas fallas",Web,7,True,True,False,Norte,71,4
